comment,replies,date,user_name,cleaned_comment,sentiment
"speed deserves the title of ""the second fastest person in the world"" sounds crazy",[],2024-12-05T15:09:56Z,@sharonsanchez6007,speed deserves the title of the second fastest person in the world sounds crazy,"[{'label': 'neutral', 'score': 0.8309563398361206}]"
That's amazing 🔥,[],2024-12-05T15:08:48Z,@Badro-DZ,Thats amazing,"[{'label': 'surprise', 'score': 0.9895869493484497}]"
Tomorrow is my birthday 🎂 on 2024/12/06❤🎉,[],2024-12-05T15:07:59Z,@Crgojo777-e3n,Tomorrow is my birthday on 20241206,"[{'label': 'enthusiasm', 'score': 0.8922940492630005}]"
❤❤❤❤,[],2024-12-05T15:07:53Z,@singleboyshivam2455,,"[{'label': 'Neutral', 'score': 1.0}]"
wi,[],2024-12-05T15:07:46Z,@mizunimepets5751,wi,"[{'label': 'admiration', 'score': 0.48751044273376465}]"
quá hay wow,"[{'username': '@moelester-v8d', 'comment': 'no', 'date': '2024-12-05T15:07:16Z'}, {'username': '@top10camera', 'comment': '@@moelester-v8d what', 'date': '2024-12-05T15:07:16Z'}, {'username': '@moelester-v8d', 'comment': '@@top10camera Dit me may', 'date': '2024-12-05T15:07:16Z'}, {'username': '@moelester-v8d', 'comment': 'cat cu may gio', 'date': '2024-12-05T15:07:16Z'}]",2024-12-05T15:07:16Z,@top10camera,quá hay wow,"[{'label': 'excitement', 'score': 0.9997872710227966}]"
why is this in portuguese ?,[],2024-12-05T15:07:14Z,@inessilva5021,why is this in portuguese,"[{'label': 'confusion', 'score': 0.6586468815803528}]"
I want to go to your event please.,[],2024-12-05T15:06:37Z,@EditorZone-y1o,I want to go to your event please,"[{'label': 'neutral', 'score': 0.9067821502685547}]"
Woww,[],2024-12-05T15:06:36Z,@msprasetyo5630,Woww,"[{'label': 'surprise', 'score': 0.9847756028175354}]"
انا قادم مستر بيست,[],2024-12-05T15:05:45Z,@44.4.مليون,انا قادم مستر بيست,"[{'label': 'neutral', 'score': 0.9997101426124573}]"
سبيد سبيد هو اللي يكسب طبعا عشان شركته❤,[],2024-12-05T15:05:16Z,@rehabebrahim5686,سبيد سبيد هو اللي يكسب طبعا عشان شركته,"[{'label': 'neutral', 'score': 0.9979775547981262}]"
Je kiffe la vidéo 😊mrbeast tu es le meilleur,[],2024-12-05T15:05:15Z,@Samlee-e5r,Je kiffe la vidéo mrbeast tu es le meilleur,"[{'label': 'neutral', 'score': 0.6213571429252625}]"
Es IA,[],2024-12-05T15:04:41Z,@j.a.s.c.5693,Es IA,"[{'label': 'neutral', 'score': 0.7508864402770996}]"
You the best 💝,[],2024-12-05T15:04:38Z,@kawsudrammeh2777,You the best,"[{'label': 'confusion', 'score': 0.9518651962280273}]"
CR7777777,[],2024-12-05T15:03:41Z,@BehramKhan-e5i,CR7777777,"[{'label': 'neutral', 'score': 0.6135126352310181}]"
Really mr beast you are beyond compare. You are great.,[],2024-12-05T15:03:40Z,@EditorZone-y1o,Really mr beast you are beyond compare You are great,"[{'label': 'admiration', 'score': 0.9997060894966125}]"
في عرب ؟,[],2024-12-05T15:02:55Z,@JallSaid,في عرب,"[{'label': 'neutral', 'score': 0.9304669499397278}]"
❤❤❤,[],2024-12-05T15:01:52Z,@emre8521,,"[{'label': 'Neutral', 'score': 1.0}]"
اين العرب😢😢,[],2024-12-05T15:01:51Z,@AMOHussien,اين العرب,"[{'label': 'neutral', 'score': 0.8348361253738403}]"
CR ❤❤❤,[],2024-12-05T15:01:32Z,@ЖасминКарсакбай,CR,"[{'label': 'neutral', 'score': 0.9430277347564697}]"
siiiiiiiiiiiiiii,[],2024-12-05T15:00:42Z,@SigmaStories-v8l,siiiiiiiiiiiiiii,"[{'label': 'worry', 'score': 0.923624575138092}]"
20:05 The historical Excuse me,[],2024-12-05T14:59:58Z,@mdabirhasansiam,2005 The historical Excuse me,"[{'label': 'remorse', 'score': 0.5665405988693237}]"
Messi is the real godt ⚽️⚽️🐐,[],2024-12-05T14:59:41Z,@Usernametakenfornow,Messi is the real godt,"[{'label': 'neutral', 'score': 0.8632251620292664}]"
Damn ಥ_ಥ,[],2024-12-05T14:59:29Z,@Turkay_Ozsoylular,Damn ಥ_ಥ,"[{'label': 'annoyance', 'score': 0.7712231278419495}]"
Messi não tivesse errado,[],2024-12-05T14:59:17Z,@manuelfuentess,Messi não tivesse errado,"[{'label': 'happiness', 'score': 0.9257736206054688}]"
MrBeast y CR7🔥,[],2024-12-05T14:58:48Z,@JoseGabrielCruz.,MrBeast y CR7,"[{'label': 'neutral', 'score': 0.9984663724899292}]"
"Hey i'am your new fan from Bangladesh 🎉
Come to Bangladesh and visit. You are invited.🎉🎉",[],2024-12-05T14:57:34Z,@ShahinurAkter-t2v,Hey iam your new fan from Bangladesh Come to Bangladesh and visit You are invited,"[{'label': 'neutral', 'score': 0.999728262424469}]"
DKD,[],2024-12-05T14:57:33Z,@SalwaaSalwa-m8q,DKD,"[{'label': 'empty', 'score': 0.4804941415786743}]"
Jimmy come to Argentina and give me a feastables🙏🙏🙏,[],2024-12-05T14:57:18Z,@FrancoLopez-o2x,Jimmy come to Argentina and give me a feastables,"[{'label': 'love', 'score': 0.9966452717781067}]"
Arrepientance y conviertance a Jesús para que sean borrados sus pecados y sea salvos de la ira venidera de DIOS.,[],2024-12-05T14:56:52Z,@klar1546,Arrepientance y conviertance a Jesús para que sean borrados sus pecados y sea salvos de la ira venidera de DIOS,"[{'label': 'neutral', 'score': 0.9943663477897644}]"
Messi?,"[{'username': '@Noureen-i5u', 'comment': 'Mrbest ❤', 'date': '2024-12-05T14:56:43Z'}]",2024-12-05T14:56:43Z,@KokoMutai,Messi,"[{'label': 'neutral', 'score': 0.997452437877655}]"
My life is fucked up but i am happy for kid and khalid,[],2024-12-05T14:56:33Z,@Isolated77,My life is fucked up but i am happy for kid and khalid,"[{'label': 'sadness', 'score': 0.9994907379150391}]"
hii❤,[],2024-12-05T14:56:19Z,@SagorChandrashil-x4n,hii,"[{'label': 'neutral', 'score': 0.49879300594329834}]"
Beast challenge of My mrbeast,[],2024-12-05T14:56:13Z,@MD.SHAHIDULISLAMSHAHID-by8vk,Beast challenge of My mrbeast,"[{'label': 'enthusiasm', 'score': 0.5753487348556519}]"
Love from Bangladesh ❤,[],2024-12-05T14:55:56Z,@Nadiaislam-69,Love from Bangladesh,"[{'label': 'love', 'score': 0.9992524981498718}]"
Dkdk,[],2024-12-05T14:55:51Z,@SalwaaSalwa-m8q,Dkdk,"[{'label': 'empty', 'score': 0.64964759349823}]"
could have been better if tony hawk was in the video,[],2024-12-05T14:55:50Z,@snap_per8,could have been better if tony hawk was in the video,"[{'label': 'neutral', 'score': 0.9996488094329834}]"
Cameraman was even faster then both of them,[],2024-12-05T14:55:49Z,@syedtahagillani5733,Cameraman was even faster then both of them,"[{'label': 'neutral', 'score': 0.9998000264167786}]"
🌹🌹,[],2024-12-05T14:55:21Z,@simosimo-uo4ny,,"[{'label': 'Neutral', 'score': 1.0}]"
Most popular video,[],2024-12-05T14:53:53Z,@PurnakaliOli-y3t,Most popular video,"[{'label': 'neutral', 'score': 0.9863739013671875}]"
Боже как же мистер Beast похудел,[],2024-12-05T14:53:46Z,@Сюзи-и8ш,Боже как же мистер Beast похудел,"[{'label': 'neutral', 'score': 0.9975396394729614}]"
the video is crazy,[],2024-12-05T14:53:40Z,@liusam2305,the video is crazy,"[{'label': 'neutral', 'score': 0.6027122139930725}]"
"NO, MESSI IS THE BEST PLAYER!!!!!!",[],2024-12-05T14:53:40Z,@matu96ful,NO MESSI IS THE BEST PLAYER,"[{'label': 'admiration', 'score': 0.6051067113876343}]"
"Love this, all smiles all through",[],2024-12-05T14:53:20Z,@noahoyecesar5984,Love this all smiles all through,"[{'label': 'love', 'score': 0.9994088411331177}]"
2:05 that's right,[],2024-12-05T14:52:57Z,@新炒饭,205 thats right,"[{'label': 'approval', 'score': 0.9517989754676819}]"
I love how CR7 wanted him to win such a great guy,[],2024-12-05T14:52:46Z,@Sabrine-o8p,I love how CR7 wanted him to win such a great guy,"[{'label': 'love', 'score': 0.9997462630271912}]"
Messi is GOAT papai Cris is top 2,[],2024-12-05T14:52:11Z,@emanuel3118,Messi is GOAT papai Cris is top 2,"[{'label': 'neutral', 'score': 0.9773439764976501}]"
Y'all must be crazy if y'all think that was all Ronaldos energy😂😂😂,[],2024-12-05T14:51:33Z,@ZoonieCooper-b7h,Yall must be crazy if yall think that was all Ronaldos energy,"[{'label': 'neutral', 'score': 0.7777124047279358}]"
Hello Mr beast my 6 years baby big fan u,[],2024-12-05T14:49:59Z,@Nikitarathour54,Hello Mr beast my 6 years baby big fan u,"[{'label': 'love', 'score': 0.9973486661911011}]"
Bro literalmente es bebé tosiendo vs bomba de hidrógeno,[],2024-12-05T14:49:57Z,@Alejandro-kt5wl,Bro literalmente es bebé tosiendo vs bomba de hidrógeno,"[{'label': 'neutral', 'score': 0.9989922642707825}]"
I am participating in your game from Bangladesh🎉,[],2024-12-05T14:49:22Z,@kawsarislam9343,I am participating in your game from Bangladesh,"[{'label': 'neutral', 'score': 0.9997966885566711}]"
Que de todos peller e melhor,[],2024-12-05T14:49:15Z,@DaviCostaMamedio-t5q,Que de todos peller e melhor,"[{'label': 'neutral', 'score': 0.9976510405540466}]"
Nase,[],2024-12-05T14:49:01Z,@غسان-ل8غ2غ,Nase,"[{'label': 'neutral', 'score': 0.7678068280220032}]"
love you bro from Bangladesh ❤,"[{'username': '@haider8765-q1o', 'comment': '❤❤❤❤❤', 'date': '2024-12-05T14:48:20Z'}]",2024-12-05T14:48:20Z,@saifuddinbd9,love you bro from Bangladesh,"[{'label': 'love', 'score': 0.9992534518241882}]"
Siuuuu,[],2024-12-05T14:48:19Z,@kristianrobles3495,Siuuuu,"[{'label': 'amusement', 'score': 0.8955563306808472}]"
O Cristiano deixando o homem ganhar✨️😝,[],2024-12-05T14:48:16Z,@AcaciaReis_,O Cristiano deixando o homem ganhar,"[{'label': 'neutral', 'score': 0.9996523857116699}]"
Ronaldoooooooooo ❤,[],2024-12-05T14:48:09Z,@adityaroy6042,Ronaldoooooooooo,"[{'label': 'neutral', 'score': 0.9754394888877869}]"
bro won a million hahahahahahhahahah that was fire,[],2024-12-05T14:47:51Z,@demyghiani7120,bro won a million hahahahahahhahahah that was fire,"[{'label': 'amusement', 'score': 0.9997469782829285}]"
My home is in Bangladesh and I love you so much. I would be sincerely happy if you could do any of your sports competitions,[],2024-12-05T14:47:31Z,@kawsarislam9343,My home is in Bangladesh and I love you so much I would be sincerely happy if you could do any of your sports competitions,"[{'label': 'love', 'score': 0.9927707314491272}]"
CR7 ❤,[],2024-12-05T14:47:10Z,@IfranIslam12,CR7,"[{'label': 'neutral', 'score': 0.9973560571670532}]"
MIT massi😅,[],2024-12-05T14:46:49Z,@ashrafalam4237,MIT massi,"[{'label': 'empty', 'score': 0.6758062243461609}]"
Mr beast messi fans ❤,[],2024-12-05T14:46:41Z,@denimashudi4442,Mr beast messi fans,"[{'label': 'sadness', 'score': 0.9597480893135071}]"
He should have brought messi,[],2024-12-05T14:45:48Z,@eissaalnuaimi9367,He should have brought messi,"[{'label': 'neutral', 'score': 0.9995865225791931}]"
messi❤❤,[],2024-12-05T14:45:06Z,@pezazahra4820,messi,"[{'label': 'neutral', 'score': 0.997452437877655}]"
Kênh quá tuyệt vời. Thu hút được nhiều người xem và theo dõi trên thế giới. Thật nể phục.Trân trọng.,[],2024-12-05T14:44:35Z,@TranHuongCNTT,Kênh quá tuyệt vời Thu hút được nhiều người xem và theo dõi trên thế giới Thật nể phụcTrân trọng,"[{'label': 'neutral', 'score': 0.41670531034469604}]"
I begge you to please give me a sup game box m3 power I will like your all video 😢,[],2024-12-05T14:44:20Z,@amishakumari5427,I begge you to please give me a sup game box m3 power I will like your all video,"[{'label': 'desire', 'score': 0.9476934671401978}]"
Turkey vs Englis,[],2024-12-05T14:43:59Z,@guntaccetin9810,Turkey vs Englis,"[{'label': 'neutral', 'score': 0.9996992349624634}]"
У меня сегодня день рождения 🥳,[],2024-12-05T14:43:58Z,@Никита2389,У меня сегодня день рождения,"[{'label': 'neutral', 'score': 0.9987090826034546}]"
Surely messi is the GREATEST🔥♥️,[],2024-12-05T14:43:55Z,@alimotamedi7918,Surely messi is the GREATEST,"[{'label': 'admiration', 'score': 0.9999765157699585}]"
Woow,[],2024-12-05T14:43:02Z,@PANKAJSUNDARKHAL,Woow,"[{'label': 'surprise', 'score': 0.32338929176330566}]"
ronaldo aplico la de chilavert XD,[],2024-12-05T14:41:29Z,@elGusTavo12,ronaldo aplico la de chilavert XD,"[{'label': 'neutral', 'score': 0.9794068336486816}]"
6:30 bro called him big kid 😭,[],2024-12-05T14:41:21Z,@NoobEditz9496,630 bro called him big kid,"[{'label': 'realization', 'score': 0.9985175728797913}]"
❤❤❤,[],2024-12-05T14:41:09Z,@AbuSammas,,"[{'label': 'Neutral', 'score': 1.0}]"
Come to galatasary ❤❤❤❤❤❤❤❤❤❤❤❤,[],2024-12-05T14:40:46Z,@Türkicardi_2121,Come to galatasary,"[{'label': 'surprise', 'score': 0.5483561158180237}]"
Que humilde ronaldo dejandose ganar haciendo como q falla,[],2024-12-05T14:39:54Z,@new_fer0254,Que humilde ronaldo dejandose ganar haciendo como q falla,"[{'label': 'neutral', 'score': 0.9589151740074158}]"
Roanldo là ai đồ tôi á❤🎉😊,[],2024-12-05T14:39:11Z,@LinhNguyễnThịTrúc-g5u,Roanldo là ai đồ tôi á,"[{'label': 'neutral', 'score': 0.9995324611663818}]"
I love you Ronaldo,[],2024-12-05T14:38:45Z,@joyviado644,I love you Ronaldo,"[{'label': 'love', 'score': 0.9998456239700317}]"
Dünya'nın en iyisi Arda Güler,[],2024-12-05T14:38:14Z,@tuncaysaduman8316,Dünyanın en iyisi Arda Güler,"[{'label': 'neutral', 'score': 0.9973728656768799}]"
Noah was just amazing,[],2024-12-05T14:38:14Z,@Аноним-х5у,Noah was just amazing,"[{'label': 'love', 'score': 0.7385818362236023}]"
Cristiano Ronaldo deixou,[],2024-12-05T14:37:41Z,@BrunnoMastrochirico,Cristiano Ronaldo deixou,"[{'label': 'neutral', 'score': 0.999081015586853}]"
who are you? lol,[],2024-12-05T14:37:07Z,@Dayun08,who are you lol,"[{'label': 'amusement', 'score': 0.9986346364021301}]"
خيااااال,[],2024-12-05T14:36:45Z,@AliAli-xg2wv,خيااااال,"[{'label': 'neutral', 'score': 0.6824339032173157}]"
Collaboration with Virat kohli,[],2024-12-05T14:36:34Z,@niteshsingh1576,Collaboration with Virat kohli,"[{'label': 'neutral', 'score': 0.9999440908432007}]"
I am the last subscriber for your Channel,[],2024-12-05T14:35:16Z,@dualipasfan07,I am the last subscriber for your Channel,"[{'label': 'grief', 'score': 0.47754743695259094}]"
Jimmy cuándo haces uno con Leonel Messi,[],2024-12-05T14:34:41Z,@lauraquinto3756,Jimmy cuándo haces uno con Leonel Messi,"[{'label': 'neutral', 'score': 0.9995102882385254}]"
I wish Ronaldo join our great religion ISLAM 😢,[],2024-12-05T14:34:18Z,@mohaibahmad1,I wish Ronaldo join our great religion ISLAM,"[{'label': 'desire', 'score': 0.483506977558136}]"
Turkey National Team,"[{'username': '@guntaccetin9810', 'comment': 'Turkey vs Engliş', 'date': '2024-12-05T14:33:58Z'}]",2024-12-05T14:33:58Z,@guntaccetin9810,Turkey National Team,"[{'label': 'surprise', 'score': 0.8592564463615417}]"
":

""Wow,, this is amazing, Mr. Beast! Sir, you're launching your episode on December 19th, which is also my birthday! My name is Ashutosh.""
                                                                          Can you make my bucket list to meet with you and your teem mr. beast🎉🎉

Message",[],2024-12-05T14:33:33Z,@Ananya_Rawat517,Wow this is amazing Mr Beast Sir youre launching your episode on December 19th which is also my birthday My name is Ashutosh Can you make my bucket list to meet with you and your teem mr beast Message,"[{'label': 'love', 'score': 0.44951754808425903}]"
Haha messi better 😂,[],2024-12-05T14:32:57Z,@slimefor1739,Haha messi better,"[{'label': 'amusement', 'score': 0.9997190833091736}]"
Ok At 19 December I will watch your video,[],2024-12-05T14:32:49Z,@Optime_Video_Channel_Official,Ok At 19 December I will watch your video,"[{'label': 'neutral', 'score': 0.9997292160987854}]"
He wouldn't have beaten messi,[],2024-12-05T14:31:48Z,@AzileMagqibelo,He wouldnt have beaten messi,"[{'label': 'neutral', 'score': 0.9993682503700256}]"
"I want financial help, MrBeast : PayPal :",[],2024-12-05T14:31:39Z,@gerardsteven-v2f,I want financial help MrBeast PayPal,"[{'label': 'neutral', 'score': 0.9992864727973938}]"
Мне пожалуйста моим родителям 100.000 денег,[],2024-12-05T14:31:23Z,@МункоболотДармаев-л5ж,Мне пожалуйста моим родителям 100000 денег,"[{'label': 'neutral', 'score': 0.9438422918319702}]"
0:14 😂,[],2024-12-05T14:31:21Z,@arsalangamer777,014,"[{'label': 'empty', 'score': 0.7223883867263794}]"
Omghe beated Ronaldo,"[{'username': '@msg10310', 'comment': 'Ronaldo tava deixando ele ganhar', 'date': '2024-12-05T14:31:15Z'}]",2024-12-05T14:31:15Z,@AzileMagqibelo,Omghe beated Ronaldo,"[{'label': 'surprise', 'score': 0.9665142297744751}]"
my name is rajat,[],2024-12-05T14:30:41Z,@rajatzzz-q5f,my name is rajat,"[{'label': 'neutral', 'score': 0.9998348951339722}]"
مستر بيست هههه😈انت مذهل يا صاح متابعك من العراق 🇮🇶,[],2024-12-05T14:30:04Z,@kaysar-j100,مستر بيست ههههانت مذهل يا صاح متابعك من العراق,"[{'label': 'neutral', 'score': 0.9978939890861511}]"
Love From Bangladesh mrbest❤️❤️,[],2024-12-05T14:29:05Z,@LeoMessi_LM10,Love From Bangladesh mrbest,"[{'label': 'love', 'score': 0.9997521042823792}]"
🔥🔥,[],2024-12-05T14:29:03Z,@KimJones-r7s,,"[{'label': 'Neutral', 'score': 1.0}]"
А че всё коменты на английском,[],2024-12-05T14:28:32Z,@Кайзер-михаэль,А че всё коменты на английском,"[{'label': 'neutral', 'score': 0.9962558746337891}]"
You gotta love cr7,[],2024-12-05T14:27:04Z,@k.martin6650,You gotta love cr7,"[{'label': 'love', 'score': 0.9995306730270386}]"
😂😂😂,[],2024-12-05T14:27:03Z,@mohdshakir6233,,"[{'label': 'Neutral', 'score': 1.0}]"
Cuando el niño dice Bueno que Gane el entonces.. Que buenos Padres tiene,[],2024-12-05T14:26:53Z,@jeanbosket4522,Cuando el niño dice Bueno que Gane el entonces Que buenos Padres tiene,"[{'label': 'neutral', 'score': 0.9982896447181702}]"
AWESOME,[],2024-12-05T14:26:18Z,@BankPro-zy3ul,AWESOME,"[{'label': 'admiration', 'score': 0.9998420476913452}]"
Me gustan los profesionales motivaron a sus oponentes,[],2024-12-05T14:25:55Z,@LuisSantiagoDuranMartinez,Me gustan los profesionales motivaron a sus oponentes,"[{'label': 'neutral', 'score': 0.9995192289352417}]"
Cristiano is the only one who on purpose made him self loose so the other could win 🥇 🎉🎊,[],2024-12-05T14:25:50Z,@Letoobs,Cristiano is the only one who on purpose made him self loose so the other could win,"[{'label': 'neutral', 'score': 0.9997606873512268}]"
Người chạy nhanh nhất thế giới cũng thua cameraman,[],2024-12-05T14:25:10Z,@tranyuanteano8681,Người chạy nhanh nhất thế giới cũng thua cameraman,"[{'label': 'surprise', 'score': 0.8355745673179626}]"
